title,genre,director,production_company,release_date,budget,runtime,mpaa_rating,trailer_views,trailer_likes,cast_popularity_score,vote_average,vote_count,revenue,release_year,release_month,budget_to_runtime_ratio,trailer_engagement_rate
Past,Horror,Martin Scorsese,20th Century Fox,2024-02-29,38974167,139,PG-13,13829987,687544,2.91,8.2,89564,6302601363,2024,2,280389.690647482,0.04971400190036332
The Hero,Horror,Greta Gerwig,Paramount,2024-12-27,63366716,146,PG-13,1712413,55639,4.33,6.1,75482,3308861812,2024,12,434018.602739726,0.032491577674311045
A Adventure Future,Action,Steven Spielberg,Warner Bros,2018-09-21,158322357,115,G,31989692,761329,9.1,7.6,93862,9688180209,2018,9,1376716.147826087,0.023799197566516113
An Mountain,Drama,Steven Spielberg,Sony Pictures,2019-07-20,183337471,177,PG-13,5190059,194544,8.5,5.0,84139,6475256520,2019,7,1035804.9209039548,0.037483966945269794
A Empire,Sci-Fi,James Cameron,Lions Gate,2016-03-26,210743706,173,R,36937052,756860,1.82,8.6,5876,12409356954,2016,3,1218171.710982659,0.020490536169480985
An Mystery,Sci-Fi,David Fincher,DreamWorks,2019-09-27,80285626,125,R,25962421,715047,6.21,7.6,27471,7508752149,2019,9,642285.008,0.02754161485941546
A Queen Legend,Animation,Ridley Scott,20th Century Fox,2018-09-02,64019781,135,G,36703344,909681,4.28,5.2,33435,1206700757,2018,9,474220.6,0.024784689918172034
An Hero Kingdom,Romance,Jordan Peele,Paramount,2019-10-09,62412571,125,R,40684242,1821037,1.04,8.4,27528,240952410,2019,10,499300.568,0.04476025385946726
Secret,Romance,Unknown Director C,Marvel Studios,2016-11-05,47940975,98,PG-13,20220862,547151,9.71,4.0,72351,1483618636,2016,11,489193.6224489796,0.027058737654210786
An Journey Quest,Comedy,Denis Villeneuve,Lions Gate,2020-04-05,66187250,148,G,8211487,370771,5.51,4.7,17812,644708482,2020,4,447211.14864864864,0.04515272325219537
Star Dragon,Comedy,Quentin Tarantino,Paramount,2022-07-28,43959030,121,PG,45587092,2214278,4.14,7.3,91667,5710365780,2022,7,363297.7685950413,0.04857247748989999
An Quest Princess,Animation,David Fincher,Sony Pictures,2023-08-28,58520789,115,PG,27394493,598290,6.47,7.6,50496,9533926731,2023,8,508876.4260869565,0.02183979093900369
An Fire Knight,Romance,Quentin Tarantino,Lions Gate,2021-12-31,31882569,134,PG,8635182,375730,6.22,7.8,32965,815516158,2021,12,237929.6194029851,0.04351153224101125
A War Light,Romance,Christopher Nolan,Warner Bros,2015-06-29,98587222,115,PG,28222574,292288,5.54,4.7,46698,11073219529,2015,6,857280.1913043478,0.010356532327632484
An Journey Quest,Romance,Denis Villeneuve,Warner Bros,2021-09-24,30084092,96,PG-13,38382588,1002429,6.13,8.1,51384,1120772466,2021,9,313375.9583333333,0.02611676419526479
Sun Queen,Thriller,Unknown Director B,Universal Pictures,2024-03-01,93234692,116,R,24585820,389687,5.67,5.6,71611,370507870,2024,3,803747.3448275862,0.015850071301262272
The Quest Magic,Fantasy,David Fincher,Marvel Studios,2015-12-20,131656511,132,R,1272259,28988,6.3,6.8,45291,4264547113,2015,12,997397.8106060605,0.022784668844944306
A Dragon,Drama,David Fincher,MGM,2022-12-29,31947218,171,G,6100147,282332,1.51,4.2,7870,655232126,2022,12,186825.83625730994,0.046282819086163
Journey Empire,Drama,Ridley Scott,Paramount,2015-09-22,49976751,154,PG,42042590,1568933,6.59,5.2,35407,680285808,2015,9,324524.35714285716,0.03731770568844593
A Kingdom,Sci-Fi,Jordan Peele,Warner Bros,2018-11-29,131362741,169,R,46902229,2310202,7.92,8.2,46545,13287432403,2018,11,777294.325443787,0.0492556974211183
The Moon Princess,Thriller,Quentin Tarantino,MGM,2020-01-09,88045054,122,R,9462234,130451,6.26,4.6,41425,1960485920,2020,1,721680.7704918033,0.013786490589854362
An Love,Fantasy,Denis Villeneuve,Lions Gate,2019-06-19,83625642,132,PG,27558735,1297285,4.89,6.6,88136,3392546696,2019,6,633527.5909090909,0.04707345964900058
A Princess Hero,Fantasy,Christopher Nolan,MGM,2022-11-04,264626302,102,R,43290014,1120487,9.55,8.9,43580,20772484055,2022,11,2594375.5098039214,0.025883267212618594
The King,Romance,Ridley Scott,MGM,2020-05-06,69461050,119,PG,29214114,669255,6.43,6.5,39847,356328067,2020,5,583706.3025210084,0.022908618758727375
King Peace,Sci-Fi,Ridley Scott,Lions Gate,2021-03-08,100592298,156,G,9433173,317041,9.54,5.8,52967,1201740078,2021,3,644822.4230769231,0.03360915780936065
Dream,Comedy,James Cameron,Paramount,2021-08-31,268980172,130,PG,35188070,1686063,6.05,8.4,46820,64864898753,2021,8,2069078.2461538462,0.04791575667548689
Legend,Sci-Fi,Unknown Director D,Marvel Studios,2020-07-13,123883382,130,G,27044220,986105,6.41,4.7,24744,390692083,2020,7,952949.0923076923,0.036462689624622194
A Quest,Comedy,Unknown Director C,Paramount,2023-10-23,28187599,147,R,43801846,1683017,2.25,7.5,76263,448250745,2023,10,191752.37414965985,0.03842342626381546
The Light Adventure,Sci-Fi,Unknown Director A,MGM,2019-02-14,159523476,163,R,17260553,206919,4.42,8.5,28299,2124780383,2019,2,978671.6319018404,0.01198797048970563
The Hero,Fantasy,Quentin Tarantino,Paramount,2020-09-06,103230521,140,PG-13,37785944,1498453,3.06,8.7,47291,22363419263,2020,9,737360.8642857143,0.03965636004753514
Quest,Thriller,Denis Villeneuve,Sony Pictures,2020-11-18,68216489,90,R,16454644,269242,8.95,6.0,80964,1806405650,2020,11,757960.9888888889,0.016362675485413116
The Empire Magic,Horror,Ridley Scott,Marvel Studios,2019-01-19,9279007,128,PG-13,35802698,743464,5.17,7.7,2073,321168757,2019,1,72492.2421875,0.020765585878472062
Princess,Animation,Ridley Scott,Paramount,2022-02-13,51353381,132,G,16319482,530205,1.26,6.1,44919,769219937,2022,2,389040.76515151514,0.03248908268044292
A Magic Ocean,Drama,Steven Spielberg,Universal Pictures,2020-03-15,240155316,136,PG,15118756,605111,6.58,8.2,44333,12881753531,2020,3,1765847.9117647058,0.040023861751588556
The Legend,Horror,Martin Scorsese,DreamWorks,2019-11-14,95683403,114,PG-13,44917844,1067150,7.23,6.6,65999,20795412848,2019,11,839328.0964912281,0.02375781883030717
A Peace Princess,Animation,Quentin Tarantino,Sony Pictures,2016-01-20,15521659,120,PG,23186793,1000554,3.81,7.4,91261,1275215199,2016,1,129347.15833333334,0.043151892545036305
An Knight,Adventure,Unknown Director A,Sony Pictures,2024-04-24,68837669,113,R,48360788,1880100,8.83,4.8,56758,784900505,2024,4,609182.9115044248,0.0388765377437605
The Mystery War,Animation,Quentin Tarantino,Warner Bros,2021-10-07,62913253,105,G,15861950,744209,6.38,8.7,58124,7298230549,2021,10,599173.8380952381,0.04691787579711196
Journey,Drama,Unknown Director A,Warner Bros,2016-12-10,33898827,137,PG,35735864,1672092,5.78,4.2,66808,302651075,2016,12,247436.69343065695,0.04679030567163564
Hero Light,Drama,Steven Spielberg,Disney,2017-11-11,115571623,150,PG-13,25003122,691649,5.2,7.0,9378,5845343810,2017,11,770477.4866666667,0.02766250550631237
Storm,Drama,Unknown Director C,Warner Bros,2024-12-10,10118359,163,PG,44691990,2201209,5.35,4.6,85215,111181199,2024,12,62075.82208588957,0.04925287506776942
A Dragon Light,Comedy,Jordan Peele,Warner Bros,2024-06-10,62359384,99,G,3695370,145029,5.4,8.1,21397,153544096,2024,6,629892.7676767677,0.039246137734516434
Sun,Fantasy,Unknown Director A,Lions Gate,2020-06-19,50262750,118,PG-13,23336920,1027237,7.66,8.2,11613,3207064722,2020,6,425955.5084745763,0.04401767671140836
Dream Dream,Animation,Christopher Nolan,Disney,2023-05-09,163128712,130,PG,3810463,64031,3.85,6.0,52983,12137692598,2023,5,1254836.2461538462,0.016803994685160306
An Hero Dragon,Comedy,Quentin Tarantino,20th Century Fox,2021-01-27,72778425,96,G,5167858,235378,8.47,7.3,59511,1516883485,2021,1,758108.59375,0.04554653010976695
A Kingdom Ocean,Romance,Unknown Director C,Disney,2016-12-12,9231385,139,PG,46079055,1808518,8.93,7.4,69546,311166214,2016,12,66412.8417266187,0.03924815732440694
A Love,Animation,Christopher Nolan,Lions Gate,2023-05-27,216977436,127,PG,43587620,1283379,5.34,4.2,4032,12960523893,2023,5,1708483.748031496,0.029443658543412098
Shadow Fire,Fantasy,Unknown Director D,MGM,2018-08-06,77970856,101,PG,30888057,316812,4.34,7.8,77564,6096309043,2018,8,771988.6732673268,0.010256779829174752
The Journey Queen,Thriller,David Fincher,Lions Gate,2015-11-17,36719323,118,R,49382169,1845619,2.05,7.8,66670,4218147142,2015,11,311180.7033898305,0.037374198772030444
The Hero Knight,Romance,Ridley Scott,Lions Gate,2017-04-29,66574582,96,PG,36638803,1606343,5.72,7.7,7099,702906233,2017,4,693485.2291666666,0.04384267138858221
